Area_Symbol|Map_Symbol|Map_Unit_Name|Map_Unit_Acres|Non-irr_LCC_and_sub|Overall_Index|Mukey
GA641|FaB|Faceville sandy loam, 2 to 5 percent slopes|12770|2e|0.0000|325949
GA641|FaB|Faceville sandy loam, 2 to 5 percent slopes|12770|2e|0.0000|3000840
GA641|FaC2|Faceville sandy loam, 5 to 8 percent slopes, moderately eroded|4285|3e|0.0000|325950
GA641|FaC2|Faceville sandy loam, 5 to 10 percent slopes, eroded|4285|3e|0.0000|3000857
GA641|FuB|Fuquay loamy sand, 0 to 5 percent slopes|80045|2s|0.0100|325951
GA641|FuB|Fuquay loamy sand, 0 to 5 percent slopes|80045|2s|0.1340|2880020
GA641|FuC|Fuquay loamy sand, 5 to 8 percent slopes|2285|3s|0.0000|325952
GA641|FuC|Fuquay loamy sand, 5 to 8 percent slopes|2285|3s|0.0000|2882349
GA641|Gr|Grady loam, 0 to 2 percent slopes, frequently ponded|3675|5w|0.0000|325953
GA641|Gr|Grady loam, ponded|3675|5w|0.0000|3000908
GA641|GsA|Greenville sandy loam, 0 to 2 percent slopes|375|1|0.0000|325954
GA641|GsB|Greenville sandy loam, 2 to 5 percent slopes|1820|2e|0.0000|325955
GA641|GsC|Greenville sandy loam, 5 to 10 percent slopes|555|3e|0.0000|325956
GA641|HM|Herod and Muckalee sandy loams, frequently flooded|104790|5w|0.0000|325957
GA641|LaB|Lakeland sand, 0 to 8 percent slopes|7785|4s|0.0000|325958
GA641|LaB|Lakeland sand, 0 to 8 percent slopes|7785|4s|0.0100|2964654
GA641|LaD|Lakeland sand, 8 to 17 percent slopes|475|7s|0.0000|325959
GA641|LaD|Lakeland sand, 8 to 15 percent slopes|475|6s|0.0000|2964663
GA641|LuB|Lucy loamy sand, 0 to 5 percent slopes|4610|2s|0.0100|325960
GA641|LuB|Lucy loamy sand, 0 to 5 percent slopes|4610|2s|0.0100|2842513
GA641|LuC|Lucy loamy sand, 5 to 8 percent slopes|940|3s|0.0000|325961
GA641|LuC|Lucy loamy sand, 5 to 8 percent slopes|940|3s|0.0000|2842605
GA641|MaB|Marlboro sandy loam, 2 to 5 percent slopes|5805|2e|0.0000|325962
GA641|Ms|Mascotte sand|405|3w|0.0000|325963
GA641|NaB|Nankin loamy sand, 2 to 5 percent slopes|57530|2e|0.1340|325964
GA641|NaB|Nankin loamy sand, 2 to 5 percent slopes|57530|2e|0.0000|3000895
GA641|NkC2|Nankin sandy loam, 5 to 8 percent slopes, moderately eroded|28800|4e|0.0000|325965
GA641|NkC2|Nankin sandy loam, 5 to 8 percent slopes, eroded|28800|4e|0.0000|3000900
GA641|Oc|Ochlockonee sandy loam, occasionally flooded|2135|2w|0.0000|325966
GA641|Od|Ocilla loamy sand, 0 to 2 percent slopes|6960|3w|0.4550|325967
GA641|Od|Ocilla loamy sand, 0 to 2 percent slopes|6960|3w|0.2570|3000815
GA641|OrA|Orangeburg loamy sand, 0 to 2 percent slopes|3115|1|0.1340|325968
GA641|OrA|Orangeburg loamy sand, 0 to 2 percent slopes|3115|1|0.0100|2734517
GA641|OrB|Orangeburg loamy sand, 2 to 5 percent slopes|25055|2e|0.1340|325969
GA641|OrB|Orangeburg loamy sand, 2 to 5 percent slopes|25055|2e|0.0000|2734403
GA641|OrE|Orangeburg loamy sand, 12 to 17 percent slopes|2830|6e|0.0000|325970
GA641|OrE|Orangeburg loamy sand, 12 to 17 percent slopes|2830|6e|0.0000|2964671
GA641|OsC2|Orangeburg sandy loam, 5 to 8 percent slopes, moderately eroded|10525|3e|0.0000|325971
GA641|OsC2|Orangeburg sandy loam, 5 to 8 percent slopes, eroded|10525|3e|0.0000|2942130
GA641|OsD2|Orangeburg sandy loam, 8 to 12 percent slopes, moderately eroded|5765|4e|0.0000|325972
GA641|OsD2|Orangeburg sandy loam, 8 to 12 percent slopes, eroded|5765|4e|0.0000|2942135
GA641|Pe|Pelham loamy sand, 0 to 2 percent slopes|3120|5w|0.0000|325973
GA641|Pe|Pelham loamy sand|3120|5w|0.0000|2879914
GA641|Ra|Rains sandy loam|13710|3w|0.0000|325974
GA641|ReB|Red Bay loamy sand, 2 to 5 percent slopes|1120|2e|0.0000|325975
GA641|SuB|Susquehanna sandy loam, 2 to 5 percent slopes|7440|4e|0.0000|325976
GA641|SuC|Susquehanna sandy loam, 5 to 12 percent slopes|4580|6e|0.0000|325977
GA641|TC|Tawcaw-Chastain-Congaree association, frequently flooded|22595|3w|0.0000|325978
GA641|TfA|Tifton loamy sand, 0 to 2 percent slopes|5255|1|0.0100|325979
GA641|TfA|Tifton loamy sand, 0 to 2 percent slopes|5255|1|0.0100|2734609
GA641|TfB|Tifton loamy sand, 2 to 5 percent slopes|61290|2e|0.0100|325980
GA641|TfB|Tifton loamy sand, 2 to 5 percent slopes|61290|2e|0.0000|2734380
GA641|TnC2|Tifton sandy loam, 5 to 8 percent slopes, eroded|3885|3e|0.0000|325981
GA641|TnC2|Tifton sandy loam, 5 to 8 percent slopes, eroded|3885|3e|0.0000|2842583
GA641|TrB|Troup sand, 0 to 6 percent slopes|34935|3s|0.0100|325982
GA641|Ud|Udorthents, loamy|760||99.0000|325983
GA641|W|Water|6275||50.0000|325984
GA642|AlB|Altavista sandy loam, 2 to 6 percent slopes|1235|2e|0.0000|125744
GA642|Alm|Toccoa and Chewacla soils, 0 to 2 percent slopes, occasionally flooded|3950|3w|0.0000|125745
GA642|Alm|Alluvial land|3955|2w|0.0000|3050524
GA642|AmB|Appling sandy loam, 2 to 6 percent slopes|22445|2e|0.0000|125746
GA642|AmB|Appling sandy loam, 2 to 6 percent slopes|22475|2e|0.0000|2893476
GA642|AmC|Appling sandy loam, 6 to 10 percent slopes|7280|3e|0.0000|125747
GA642|AmC|Appling sandy loam, 6 to 10 percent slopes|7290|3e|0.0000|2771629
GA642|AnB3|Appling sandy clay loam, 2 to 6 percent slopes, severely eroded|1260|2e|0.0000|125748
GA642|AnC3|Appling sandy clay loam, 6 to 10 percent slopes, severely eroded|1825|3e|0.0000|125749
GA642|Bfs|Buncombe loamy sand|715|5w|0.0000|125750
GA642|Cco|Chewacla complex, occasionally flooded|2170|3w|0.0000|125757
GA642|Cwf|Chewacla and Wehadkee soils, frequently flooded|15155|6w|0.0000|125758
GA642|CYB2|Cecil sandy loam, 2 to 6 percent slopes, moderately eroded|43020|2e|0.0000|125751
GA642|CYB2|Cecil sandy loam, 2 to 6 percent slopes, eroded|43060|2e|0.0000|2951634
GA642|CYC2|Cecil sandy loam, 6 to 10 percent slopes, moderately eroded|20465|3e|0.0000|125752
GA642|CYC2|Cecil sandy loam, 6 to 10 percent slopes, eroded|20495|3e|0.0000|2951663
GA642|CYE|Cecil sandy loam, 10 to 25 percent slopes|805|6e|0.0000|125753
GA642|CYE2|Cecil sandy loam, 10 to 25 percent slopes, eroded|10110|6e|0.0000|125754
GA642|CZB3|Cecil sandy clay loam, 2 to 6 percent slopes, severely eroded|19295|3e|0.0000|125755
GA642|CZB3|Cecil sandy clay loam, 2 to 6 percent slopes, severely eroded|19325|3e|0.0000|2952951
GA642|CZD3|Cecil sandy clay loam, 6 to 15 percent slopes, severely eroded|39690|4e|0.0000|125756
GA642|CZD3|Cecil sandy clay loam, 6 to 15 percent slopes, severely eroded|39735|4e|0.0000|2952760
GA642|DgB|Davidson loam, 2 to 6 percent slopes|19135|2e|0.0000|125759
GA642|DgB|Davidson loam, 2 to 6 percent slopes|19155|2e|0.0000|2952748
GA642|DgC2|Davidson loam, 6 to 10 percent slopes, moderately eroded|7805|3e|0.0000|125760
GA642|DgC2|Davidson loam, 6 to 10 percent slopes, eroded|7810|3e|0.0000|2771617
GA642|DgD2|Davidson loam, 10 to 15 percent slopes, eroded|8260|4e|0.0000|125761
GA642|DhB3|Lloyd clay loam, 2 to 6 percent slopes, severely eroded|29940|3e|0.0000|125762
GA642|DhB3|Davidson clay loam, 2 to 6 percent slopes, severely eroded|29965|3e|0.0000|2955569
GA642|DhB3+|Davidson clay loam, 2 to 6 percent slopes, severely eroded|29965|3e|0.0000|3050518
GA642|DhC3|Davidson clay loam, 6 to 10 percent slopes, severely eroded|46900|4e|0.0000|125763
GA642|DhC3|Davidson clay loam, 6 to 10 percent slopes, severely eroded|46945|4e|0.0000|2955575
GA642|DhE3|Davidson clay loam, 10 to 25 percent slopes, severely eroded|29375|6e|0.0000|125764
GA642|Gul|Gullied land|400||99.0000|125765
GA642|HVB|Holston sandy loam, 2 to 6 percent slopes|6515|2e|0.0000|125766
GA642|HVD|Holston sandy loam, 6 to 15 percent slopes|5040|3e|0.0000|125767
GA642|HYB|Helena sandy loam, 2 to 6 percent slopes|5250|2e|0.0000|125768
GA642|LmD|Louisburg stony soils, 6 to 15 percent slopes|620|6s|0.0000|125769
GA642|MgB2|Madison sandy loam, 2 to 6 percent slopes, moderately eroded|6125|2e|0.0000|125771
GA642|MgB2|Madison sandy loam, 2 to 6 percent slopes, eroded|6135|2e|0.0000|2952907
GA642|MgC2|Madison sandy loam, 6 to 10 percent slopes, eroded|5410|3e|0.0000|125772
GA642|MgD2|Madison sandy loam, 10 to 15 percent slopes, eroded|3285|4e|0.0000|125773
GA642|MgE|Madison sandy loam, 15 to 25 percent slopes|265|6e|0.0000|125774
GA642|MgE|Madison sandy loam, 15 to 25 percent slopes|265|6e|0.0000|2952967
GA642|MHF|Thomaston-Meansville complex, 15 to 45 percent slopes, cobbly|13285|7s|0.0000|125770
GA642|MHF|Mountainburg cobbly fine sandy loam, 15 to 45 percent slopes|13290|7s|0.0000|3050528
GA642|MHF+|Towaliga-Pacolet complex, 15 to 45 percent slopes, stony|13285|6s|0.0000|3173854
GA642|MiB3|Madison sandy clay loam, 2 to 6 percent slopes, severely eroded|3860|3e|0.0000|125775
GA642|MiD3|Madison sandy clay loam, 6 to 15 percent slopes, severely eroded|10465|6e|0.0000|125776
GA642|MiD3|Madison sandy clay loam, 6 to 15 percent slopes, severely eroded|10480|6e|0.0000|2893663
GA642|MtC|Molena loamy sand, 2 to 10 percent slopes|3025|4s|0.0000|125777
GA642|PkB|Pacolet stony loam, 2 to 6 percent slopes|1085|2e|0.0000|125778
GA642|PkC|Pacolet stony loam, 6 to 10 percent slopes|1880|3e|0.0000|125779
GA642|PmB|Pacolet gravelly sandy loam, 2 to 6 percent slopes|2005|2e|0.0000|125780
GA642|PmD|Pacolet gravelly sandy loam, 6 to 15 percent slopes|9535|4e|0.0000|125781
GA642|Pt|Pits|300||99.0000|1711446
GA642|Roc|Rock land|200||99.0000|125782
GA642|Sto|Starr soils|4545|1|0.1340|125783
GA642|W|Water|6760||50.0000|1711447
GA642|WEC|Wilkes and Enon soils, 2 to 10 percent slopes|4120|3e|0.0000|125784
GA642|Wed|Wehadkee soils, 0 to 2 percent slopes, frequently flooded|29870|6w|0.0000|125786
GA642|Wed|Wehadkee soils, frequently flooded|29905|6w|0.0000|2952923
GA642|WEE|Wilkes and Enon soils, 10 to 25 percent slopes|10895|6e|0.0000|125785
GA642|Weh|Wehadkee silty clay loam, frequently flooded|465|6w|0.0000|125787
GA642|WsB|Wickham gravelly sandy loam, 2 to 6 percent slopes|675|2e|0.0000|125788
GA642|WsC|Wickham gravelly sandy loam, 6 to 10 percent slopes|1085|3e|0.0000|125789
GA643|ArB|Americus sand, 0 to 5 percent slopes|7130|3s|0.0100|325985
GA643|ArC|Americus sand, 5 to 8 percent slopes|2715|4s|0.0000|325986
GA643|Bp|Borrow pits|125||99.0000|325987
GA643|FeA|Faceville sandy loam, 0 to 2 percent slopes|3765|1|0.1340|325988
GA643|FeA|Faceville sandy loam, 0 to 2 percent slopes|3765|1|0.0000|3000829
GA643|FeB2|Faceville sandy loam, 2 to 5 percent slopes, moderately eroded|6055|3e|0.1340|325989
GA643|FeB2|Faceville sandy loam, 2 to 5 percent slopes, eroded|6055|3e|0.0000|3116049
GA643|FeC2|Faceville sandy loam, 5 to 8 percent slopes, moderately eroded|745|3e|0.0000|325990
GA643|FeC2|Faceville sandy loam, 5 to 8 percent slopes, eroded|745|3e|0.0000|3000856
GA643|FsB|Fuquay loamy sand, 0 to 5 percent slopes|14570|2s|0.0100|325991
GA643|FsB|Fuquay loamy sand, 1 to 5 percent slopes|14570|2s|0.1340|2880022
GA643|GoA|Goldsboro loamy sand, 0 to 2 percent slopes|13915|2w|0.2570|325992
GA643|GoA|Goldsboro loamy sand, 0 to 2 percent slopes|13915|2w|0.1340|3000966
GA643|Gr|Grady soils|32410|5w|0.0000|325993
GA643|GsA|Greenville sandy loam, 0 to 2 percent slopes|11190|1|0.0100|325994
GA643|GsB|Greenville sandy loam, 2 to 5 percent slopes|40890|2e|0.0000|325995
GA643|GsC|Greenville sandy loam, 5 to 8 percent slopes|8760|3e|0.0000|325996
GA643|GtD2|Greenville sandy clay loam, 5 to 12 percent slopes, eroded|6585|6e|0.0000|325997
GA643|HdC|Henderson cherty sandy loam, 2 to 8 percent slopes|2025|4e|0.0000|325998
GA643|Hm|Herod and Muckalee soils|21060|5w|0.0000|325999
GA643|IgA|Irvington loamy sand, 0 to 2 percent slopes|11590|2w|0.0100|326000
GA643|Jo|Johnston soils|3760|7w|0.0000|326001
GA643|Kb|Kinston and Bibb soils, 0 to 2 percent slopes, frequently flooded|15635|6w|0.0000|326002
GA643|Kb|Kinston and Bibb soils|15635|5w|0.0000|3049152
GA643|LmB|Lucy loamy sand, 0 to 5 percent slopes|16780|2s|0.0100|326003
GA643|LmB|Lucy loamy sand, 0 to 5 percent slopes|16780|2s|0.0100|2842514
GA643|LmC|Lucy loamy sand, 5 to 8 percent slopes|2920|3s|0.0000|326004
GA643|LmC|Lucy loamy sand, 5 to 8 percent slopes|2920|3s|0.0000|2842606
GA643|NhA|Norfolk loamy sand, 0 to 2 percent slopes|12665|1|0.1340|326005
GA643|NhA|Norfolk loamy sand, 0 to 2 percent slopes|12665|1|0.1340|2882369
GA643|NhB|Norfolk loamy sand, 2 to 5 percent slopes|5265|2e|0.1340|326006
GA643|NhB|Norfolk loamy sand, 2 to 5 percent slopes|5265|2e|0.0000|2879889
GA643|Oc|Ocilla loamy sand, 0 to 2 percent slopes|2965|3w|0.4550|326007
GA643|Oc|Ocilla loamy sand|2965|6w|0.2442|3000816
GA643|OeA|Orangeburg loamy sand, 0 to 2 percent slopes|10660|1|0.1340|326008
GA643|OeA|Orangeburg loamy sand, 0 to 2 percent slopes|10660|1|0.0100|2734518
GA643|OeB|Orangeburg loamy sand, 2 to 5 percent slopes|16370|2e|0.1340|326009
GA643|OeB|Orangeburg loamy sand, 2 to 5 percent slopes|16370|2e|0.0000|2734404
GA643|OeC2|Orangeburg sandy loam, 5 to 8 percent slopes, moderately eroded|2940|3e|0.0000|326010
GA643|OeC2|Orangeburg sandy loam, 5 to 8 percent slopes, eroded|2940|3e|0.0000|2942131
GA643|Pe|Pelham loamy sand|1355|5w|0.0000|326011
GA643|Ra|Rains sandy loam|5700|6w|0.0000|326012
GA643|RbA|Red Bay loamy sand, 0 to 2 percent slopes|6990|1|0.1340|326013
GA643|ReB|Red Bay sandy loam, 2 to 5 percent slopes|11215|2e|0.0000|326014
GA643|ReC2|Red Bay sandy loam, 5 to 8 percent slopes, eroded|2210|4e|0.0000|326015
GA643|Ro|Riverview soils|3120|2w|0.0000|326016
GA643|SuC2|Sunsweet sandy loam, 2 to 8 percent slopes, eroded|12035|4e|0.0000|326017
GA643|SuD2|Sunsweet sandy loam, 8 to 12 percent slopes, eroded|1915|6e|0.0000|326018
GA643|TfA|Tifton loamy sand, 0 to 2 percent slopes|40760|1|0.0100|326019
GA643|TfA|Tifton loamy sand, 0 to 2 percent slopes|40760|1|0.0100|2734610
GA643|TsB2|Tifton sandy loam, 2 to 5 percent slopes, moderately eroded|51785|2e|0.0100|326020
GA643|TsB2|Tifton sandy loam, 2 to 5 percent slopes, eroded|51785|2e|0.0000|2965031
GA643|TsC2|Tifton sandy loam, 5 to 8 percent slopes, eroded|4360|3e|0.0000|326021
GA643|TsC2|Tifton sandy loam, 5 to 8 percent slopes, eroded|4360|3e|0.0000|2842584
GA643|TwC|Troup soils, 0 to 8 percent slopes|24560|3s|0.0000|326022
GA643|TwD|Troup soils, 8 to 12 percent slopes|2590|6s|0.0000|326023
GA643|W|Water|5515||50.0000|1600979
GA644|As|Albany loamy fine sand, 0 to 2 percent slopes|10168|3w|0.2570|125790
GA644|Ba|Bayboro loam|37339|6w|0.0000|125792
GA644|Bc|Beaches|541||99.0000|125793
GA644|Bd|Bladen fine sandy loam|19876|6w|0.0000|125794
GA644|Bn|Blanton sand, 0 to 3 percent slopes|9534|3s|0.0100|125795
GA644|BO|Bohicket-Capers association|43654|8w|0.0000|125791
GA644|Ca|Cape Fear fine sandy loam|7297|6w|0.0000|125796
GA644|Ce|Capers silty clay|5225|8w|0.0000|125797
GA644|Ch|Chipley sand, 0 to 4 percent slopes|5260|3s|0.9800|125798
GA644|Da|Dothan loamy sand, 0 to 2 percent slopes|1887|1|0.0100|125799
GA644|Ea|Echaw-Urban land complex|765||0.0058|125801
GA644|EC|Echaw and Centenary fine sands|23487|3s|0.0100|125800
GA644|Ee|Ellabelle loamy sand|37444|5w|0.0000|125802
GA644|Eu|Eulonia fine sandy loam|3352|2w|0.1340|125803
GA644|Fo|Foxworth fine sand, 0 to 3 percent slopes|6789|3s|0.1340|125804
GA644|FrD|Fripp-Duckston complex, 1 to 20 percent slopes|1255|7w|0.0000|125805
GA644|FsB|Fuquay loamy sand, 0 to 5 percent slopes|13232|2s|0.1340|125806
GA644|HO|Hydraquents, clayey|15322|7w|0.0000|125807
GA644|JB|Johnston and Bibb soils|21735|5w|0.0000|125808
GA644|KeC|Kershaw sand, 2 to 10 percent slopes|12303|7s|0.0000|125809
GA644|Le|Leefield loamy sand|31711|2w|0.2570|125811
GA644|LWC|Lucy loamy sand, 2 to 12 percent slopes|894|3s|0.0000|125810
GA644|Ma|Mandarin fine sand, 0 to 2 percent slopes|17055|6s|0.1340|125812
GA644|Ma|Mandarin fine sand|17055|6s|0.3810|2771255
GA644|Md|Mandarin-Urban land complex|1961||0.2096|125813
GA644|Me|Mascotte fine sand, 0 to 2 percent slopes|41797|4w|0.0000|125814
GA644|Me|Mascotte fine sand|41797|3w|0.0000|2952646
GA644|Ms|Mascotte-Urban land complex|462||4.21052631578947E-06|125815
GA644|Mt|Meggett fine sandy loam|5096|4w|0.0000|125816
GA644|Oc|Ocilla loamy fine sand|28114|3w|0.2570|125817
GA644|Os|Osier and Bibb soils|5845|5w|0.0000|125818
GA644|Pe|Pelham loamy sand, 0 to 2 percent slopes, frequently flooded|47144|5w|0.0000|125819
GA644|Pe|Pelham loamy sand|47144|5w|0.0000|2952656
GA644|Pk|Pits|821||99.0000|125820
GA644|Pn|Ponzer muck|1927|7w|0.0000|125821
GA644|Po|Pooler fine sandy loam|27675|6w|0.0000|125822
GA644|Pr|Pooler-Bladen complex|10899|6w|0.0000|125823
GA644|Rb|Riceboro loamy fine sand|18167|5w|0.0000|125824
GA644|Ru|Rutlege fine sand|22120|5w|0.0000|125825
GA644|St|Stilson loamy sand|19146|2w|0.0100|125826
GA644|TC|Tawcaw-Chastain association|23247|6w|0.0000|125827
GA644|Ud|Udorthents, sandy and clayey|950||99.0000|125828
GA644|W|Water|18916||50.0000|733696
GA644|Wa|Wahee sandy loam|4488|4w|0.0000|125829
GA645|AkA|Altavista sandy loam, 0 to 2 percent slopes, rarely flooded|855|2w|0.0000|127061
GA645|AmB|Appling sandy loam, 2 to 6 percent slopes|9910|2e|0.0000|127062
GA645|AmB|Appling sandy loam, 2 to 6 percent slopes|9910|2e|0.0000|2893623
GA645|AmC|Appling sandy loam, 6 to 10 percent slopes|3560|3e|0.0000|127063
GA645|AmC|Appling sandy loam, 6 to 10 percent slopes|3560|3e|0.0000|2893627
GA645|BaC|Badin silt loam, 2 to 10 percent slopes|4005|4e|0.0000|127065
GA645|BaE|Badin silt loam, 10 to 25 percent slopes|5780|6e|0.0000|127066
GA645|Ca|Cartecay loam, 0 to 2 percent slopes, frequently flooded|6010|5w|0.0000|127067
GA645|Ca|Cartecay loam, frequently flooded|6010|5w|0.0000|2893541
GA645|CeB|Cecil sandy loam, 2 to 6 percent slopes|29140|2e|0.0000|127068
GA645|CeB|Cecil sandy loam, 2 to 6 percent slopes|29140|2e|0.0000|2771387
GA645|CeC|Cecil sandy loam, 6 to 10 percent slopes|9165|3e|0.0000|127069
GA645|CeC|Cecil sandy loam, 6 to 10 percent slopes|9165|3e|0.0000|2771347
GA645|CfC2|Cecil sandy clay loam, 6 to 10 percent slopes, moderately eroded|22225|4e|0.0000|127070
GA645|CfC2|Cecil sandy clay loam, 6 to 10 percent slopes, eroded|22225|4e|0.0000|2771592
GA645|CgC|Cecil-Urban land complex, 2 to 10 percent slopes|585||4E-06|127071
GA645|Ch|Chewacla loam, 0 to 2 percent slopes, frequently flooded|4325|4w|0.0000|127072
GA645|Ch|Chewacla loam, frequently flooded|4325|4w|0.0000|2771360
GA645|Dp|Dumps-Pits complex|270||99.0000|127073
GA645|EnB|Enon fine sandy loam, 2 to 6 percent slopes|4570|3e|0.0000|127074
GA645|EnC|Enon fine sandy loam, 6 to 10 percent slopes|2995|4e|0.0000|127075
GA645|FrA|Fork silt loam, 0 to 2 percent slopes, occasionally flooded|585|3w|0.0000|127076
GA645|GeB|Georgeville silt loam, 2 to 6 percent slopes|36470|2e|0.0000|127077
GA645|GeB|Georgeville silt loam, 2 to 6 percent slopes|36470|2e|0.0000|2771309
GA645|GeC|Georgeville silt loam, 6 to 10 percent slopes|8330|3e|0.0000|127078
GA645|GeC|Georgeville silt loam, 6 to 10 percent slopes|8330|3e|0.0000|2951733
GA645|GeE|Georgeville silt loam, 10 to 25 percent slopes|5060|6e|0.0000|127079
GA645|GoC2|Georgeville clay loam, 6 to 10 percent slopes, eroded|42735|4e|0.0000|127080
GA645|GoE2|Georgeville clay loam, 10 to 25 percent slopes, eroded|28820|7e|0.0000|127081
GA645|GuC|Georgeville-Urban land complex, 2 to 10 percent slopes|370||4E-06|127082
GA645|HeB|Helena sandy loam, 2 to 6 percent slopes|2855|2e|0.0000|127083
GA645|HeC|Helena sandy loam, 6 to 10 percent slopes|5460|3e|0.0000|127084
GA645|HeD|Helena sandy loam, 10 to 15 percent slopes|2270|4e|0.0000|127085
GA645|HnB|Herndon very fine sandy loam, 2 to 6 percent slopes|6905|2e|0.0000|127086
GA645|HnC|Herndon very fine sandy loam, 6 to 10 percent slopes|9965|3e|0.0000|127087
GA645|LdB|Lloyd loam, 2 to 6 percent slopes|3510|2e|0.0000|127088
GA645|LdC|Lloyd loam, 6 to 10 percent slopes|460|3e|0.0000|127089
GA645|LeC2|Lloyd clay loam, 6 to 10 percent slopes, eroded|2115|4e|0.0000|127090
GA645|LeE2|Lloyd clay loam, 10 to 25 percent slopes, eroded|1590|6e|0.0000|127091
GA645|LxC|Lloyd-Urban land complex, 2 to 10 percent slopes|1100||4E-06|127092
GA645|MaB|Madison sandy loam, 2 to 6 percent slopes|1790|2e|0.0000|127093
GA645|MaC|Madison sandy loam, 6 to 10 percent slopes|1895|3e|0.0000|127094
GA645|MaE|Madison sandy loam, 10 to 25 percent slopes|1760|6e|0.0000|127095
GA645|MdC2|Madison sandy clay loam, 6 to 10 percent slopes, moderately eroded|2110|4e|0.0000|127096
GA645|MdC2|Madison sandy clay loam, 6 to 10 percent slopes, eroded|2110|4e|0.0000|2952858
GA645|MdE2|Madison sandy clay loam, 10 to 25 percent slopes, eroded|2050|7e|0.0000|127097
GA645|MkB|Mecklenburg sandy loam, 2 to 6 percent slopes|7075|2e|0.0000|127098
GA645|MkC|Mecklenburg sandy loam, 6 to 10 percent slopes|4435|3e|0.0000|127099
GA645|MkE|Mecklenburg sandy loam, 10 to 25 percent slopes|2645|6e|0.0000|127100
GA645|MnC2|Mecklenburg sandy clay loam, 6 to 10 percent slopes, eroded|6335|4e|0.0000|127101
GA645|MnE2|Mecklenburg sandy clay loam, 10 to 25 percent slopes, eroded|4265|6e|0.0000|127102
GA645|PaB|Pacolet fine gravelly loamy coarse sand, 2 to 6 percent slopes|6990|2e|0.0000|127105
GA645|PaC|Pacolet fine gravelly loamy coarse sand, 6 to 10 percent slopes|8305|3e|0.0000|127106
GA645|PaE|Pacolet fine gravelly loamy coarse sand, 10 to 25 percent slopes|4355|6e|0.0000|127107
GA645|PcB|Pacolet sandy loam, 2 to 6 percent slopes|7580|2e|0.0000|127108
GA645|PcC|Pacolet sandy loam, 6 to 10 percent slopes|5105|3e|0.0000|127109
GA645|PcE|Pacolet sandy loam, 10 to 25 percent slopes|9885|6e|0.0000|127110
GA645|PcE|Pacolet sandy loam, 10 to 25 percent slopes|9885|6e|0.0000|2952723
GA645|PeC2|Pacolet sandy clay loam, 6 to 10 percent slopes, eroded|5850|4e|0.0000|127111
GA645|PeE2|Pacolet sandy clay loam, 10 to 25 percent slopes, eroded|21630|7e|0.0000|2952807
GA645|PeE3|Pacolet sandy clay loam, 10 to 25 percent slopes, severely eroded|21630|7e|0.0000|127112
GA645|PfE|Pacolet-Udorthents complex, 10 to 25 percent slopes|225||4E-06|127113
GA645|PgB|Pageland silt loam, 0 to 6 percent slopes|2035|3e|0.0000|127114
GA645|Pr|Pits, quarry|50||99.0000|127115
GA645|RaE|Rion-Ashlar-Wake complex, 10 to 25 percent slopes|5780|6s|0.0000|127117
GA645|ReC|Rion-Wateree-Wake complex, 2 to 10 percent slopes|2350|4s|0.0000|127118
GA645|Ro|Roanoke silt loam, occasionally flooded|490|4w|0.0000|127119
GA645|Sh|Shellbluff silt loam, occasionally flooded|4480|2w|0.0000|127120
GA645|To|Toccoa loam, occasionally flooded|14635|2w|0.0000|127121
GA645|Ue|Udorthents, excavated|350||99.0000|127126
GA645|Ur|Udorthents, loamy|50||99.0000|127127
GA645|W|Water|32390||50.0000|127133
GA645|WeC|Wedowee sandy loam, 6 to 10 percent slopes|8260|3e|0.0000|127128
GA645|WeE|Wedowee sandy loam, 10 to 25 percent slopes|7105|6e|0.0000|127129
GA645|Wf|Wehadkee loam, ponded|3440|7w|0.0000|127130
GA645|WhB|Wickham sandy loam, 2 to 6 percent slopes|3695|2e|0.0000|127131
GA645|WhB|Wickham sandy loam, 2 to 6 percent slopes|3695|2e|0.0000|2771325
GA645|WkF|Wilkes gravelly loam, 10 to 40 percent slopes, very stony|3405|7s|0.0000|127132
GA645|ZnC|Zion silt loam, 2 to 10 percent slopes|6735|3e|0.0000|127134
GA645|ZnE|Zion silt loam, 10 to 25 percent slopes|6970|6e|0.0000|127135
GA646|Av|Angie fine sandy loam|4435|2w|0.0000|326024
GA646|Bp|Borrow pits|125||99.0000|1429026
GA646|EuB|Esto loamy sand, 2 to 5 percent slopes|735|3e|0.0000|326025
GA646|EuE|Esto loamy sand, 5 to 17 percent slopes|1550|6e|0.0000|326026
GA646|GmA|Goldsboro sandy loam, 0 to 2 percent slopes|37305|2w|0.4550|326027
GA646|GmA|Goldsboro sandy loam, 0 to 2 percent slopes|37305|2w|0.1340|3000970
GA646|Grd|Grady soils|42670|5w|0.0000|326028
GA646|Ig|Irvington sandy loam|5895|2w|0.1340|326029
GA646|LMB|Lucy loamy sand, 0 to 5 percent slopes|17300|2s|0.0100|326030
GA646|LMB|Lucy loamy sand, 0 to 5 percent slopes|17300|2s|0.0100|2842515
GA646|Myt|Meggett soils|6920|6w|0.0000|326031
GA646|NhA|Norfolk loamy sand, 0 to 2 percent slopes|24770|1|0.1340|326032
GA646|NhA|Norfolk loamy sand, 0 to 2 percent slopes|24770|1|0.1340|2882370
GA646|NhB|Norfolk loamy sand, 2 to 5 percent slopes|12015|2e|0.1340|326033
GA646|NhB|Norfolk loamy sand, 2 to 5 percent slopes|12015|2e|0.0000|2879890
