STATE,STATION_NA,ELEVATION_,AVG_LENGTH_28,AVG_LENGTH_32,ANN_GDD50,Estimated_GDD,ANN_TNORM_,C_Degrees,marine_32,Marine_32_b,mcc_ratio_32,exponent_gdd_32,exponent_32xmarine32,gdd_calc,gdd_calc*marine32,mcc_ratio_28,exponent gdd_28,exponent28*marine28,marine_32_b*gdd_calc
AR,HOPE 3 NE,375,250,222,5139,5244.986532,61.5,16.38888889,1,1,13.54576271,2.642639103,2.642639103,1.338204306,1.338204306,15.25423729,2.806774732,2.806774732,1.338204306
SC,LITTLE MOUNTAIN,711,251,222,5038,5244.986532,61.5,16.38888889,1,1,13.54576271,2.642639103,2.642639103,1.338204306,1.338204306,15.31525424,2.812821613,2.812821613,1.338204306
TX,MATADOR,2290,243,222,5230,5244.986532,61.5,16.38888889,1,1,13.54576271,2.642639103,2.642639103,1.338204306,1.338204306,14.82711864,2.76480899,2.76480899,1.338204306
TX,HENRIETTA,930,247,220,5319,5247.69156,61.7,16.5,1,1,13.33333333,2.649128506,2.649128506,1.339028507,1.339028507,14.96969697,2.807618497,2.807618497,1.339028507
CA,FAIRMONT,3060,296,233,4676,5248.681615,60.6,15.88888889,1,1,14.66433566,2.623389815,2.623389815,1.339330169,1.339330169,18.62937063,3.004309396,2.133059671,1.339330169
GA,WASHINGTON 2 ESE,620,251,227,4927,5250.336441,61.1,16.16666667,1,1,14.04123711,2.63500832,2.63500832,1.339834382,1.339834382,15.5257732,2.774681659,2.774681659,1.339834382
TN,DYERSBURG AP,337,252,227,5217,5250.336441,61.1,16.16666667,1,1,14.04123711,2.63500832,2.63500832,1.339834382,1.339834382,15.58762887,2.780659398,2.780659398,1.339834382
AL,LIVINGSTON,128,253,210,5363,5250.742305,62.7,17.05555556,1,1,12.31270358,2.680023672,2.680023672,1.339958045,1.339958045,14.83387622,2.939867887,2.939867887,1.339958045
AL,BESSEMER 3 WSW,445,248,210,5406,5250.742305,62.7,17.05555556,1,1,12.31270358,2.680023672,2.680023672,1.339958045,1.339958045,14.54071661,2.908403465,2.908403465,1.339958045
NM,HOBBS,3615,237,215,5170,5251.415252,62.2,16.77777778,1,1,12.81456954,2.664896574,2.664896574,1.340163087,1.340163087,14.12582781,2.794102068,2.794102068,1.340163087
TX,TORNILLO 2 SSE,3525,240,215,5098,5251.415252,62.2,16.77777778,1,1,12.81456954,2.664896574,2.664896574,1.340163087,1.340163087,14.30463576,2.812199737,2.812199737,1.340163087
OK,DUNCAN,1125,250,226,5224,5252.584983,61.2,16.22222222,1,1,13.93150685,2.63837924,2.63837924,1.340519495,1.340519495,15.4109589,2.778231261,2.778231261,1.340519495
CA,ASH MOUNTAIN,1708,336,271,5244,5255.420372,62.9,17.16666667,0.88,0.85,15.78640777,3.075893523,2.614509495,1.578098137,1.38872636,19.57281553,3.537711309,2.51177503,1.341383416
GA,MILLEN 4 N,195,234,204,5529,5258.066581,63.4,17.44444444,1,1,11.69426752,2.705964593,2.705964593,1.342189695,1.342189695,13.41401274,2.886430303,2.886430303,1.342189695
GA,U OF GA PLANT SCI FARM,840,252,223,5051,5258.309074,61.5,16.38888889,1,1,13.60677966,2.648332372,2.648332372,1.342263581,1.342263581,15.37627119,2.818881521,2.818881521,1.342263581
AR,SPARKMAN,170,256,222,5201,5259.874622,61.6,16.44444444,1,1,13.5,2.651597201,2.651597201,1.342740592,1.342740592,15.56756757,2.852890129,2.852890129,1.342740592
GA,MONTICELLO,530,267,229,4906,5260.530566,61,16.11111111,1,1,14.2137931,2.637280139,2.637280139,1.342940453,1.342940453,16.57241379,2.862017516,2.862017516,1.342940453
AR,BLYTHEVILLE,252,260,234,5214,5260.7148,60.6,15.88888889,1,1,14.72727273,2.629041613,2.629041613,1.342996588,1.342996588,16.36363636,2.780339932,2.780339932,1.342996588
TX,PADUCAH,1900,241,221,5335,5261.267957,61.7,16.5,1,1,13.39393939,2.654835755,2.654835755,1.34316513,1.34316513,14.60606061,2.771598399,2.771598399,1.34316513
AL,CLANTON,610,255,220,5107,5262.488502,61.8,16.55555556,1,1,13.2885906,2.65804813,2.65804813,1.343537021,1.343537021,15.40268456,2.865991957,2.865991957,1.343537021
AZ,ORACLE 2 SE,4510,259,219,4991,5263.535685,61.9,16.61111111,1,1,13.18394649,2.661234425,2.661234425,1.343856089,1.343856089,15.59197324,2.900470283,2.900470283,1.343856089
AL,OPELIKA,640,260,215,5166,5265.979541,62.3,16.83333333,1,1,12.77227723,2.673720735,2.673720735,1.344600713,1.344600713,15.44554455,2.945604893,2.945604893,1.344600713
NC,CHARLOTTE DGLAS INTL AP,728,248,225,5021,5269.686408,61.4,16.33333333,1,1,13.7755102,2.650739611,2.650739611,1.345730167,1.345730167,15.18367347,2.785246315,2.785246315,1.345730167
OK,BOSWELL 1 S,550,242,224,5248,5271.550028,61.5,16.38888889,1,1,13.66779661,2.654037906,2.654037906,1.346297998,1.346297998,14.76610169,2.758865325,2.758865325,1.346297998
MS,ABERDEEN,198,259,223,5167,5273.242325,61.6,16.44444444,1,1,13.56081081,2.657309769,2.657309769,1.346813627,1.346813627,15.75,2.871368575,2.871368575,1.346813627
NM,CARLSBAD CAVERNS,4405,248,222,4973,5274.762712,61.7,16.5,1,1,13.45454545,2.6605553,2.6605553,1.347276878,1.347276878,15.03030303,2.813667195,2.813667195,1.347276878
OK,FREDERICK,1285,244,222,5431,5274.762712,61.7,16.5,1,1,13.45454545,2.6605553,2.6605553,1.347276878,1.347276878,14.78787879,2.78955031,2.78955031,1.347276878
TX,SNYDER,2335,243,219,5328,5278.28664,62,16.66666667,1,1,13.14,2.670134874,2.670134874,1.348350591,1.348350591,14.58,2.811670159,2.811670159,1.348350591
TX,WATER VALLEY,2120,235,210,5474,5279.392092,62.9,17.16666667,1,1,12.23300971,2.69748311,2.69748311,1.348687414,1.348687414,13.68932039,2.846587506,2.846587506,1.348687414
NC,BAYBORO 3 E,10,242,214,5262,5280.668461,62.5,16.94444444,1,1,12.6295082,2.68558327,2.68558327,1.349076314,1.349076314,14.28196721,2.852386183,2.852386183,1.349076314
GA,WARRENTON,490,257,226,5026,5282.719127,61.4,16.33333333,1,1,13.83673469,2.656450331,2.656450331,1.349701135,1.349701135,15.73469388,2.839718547,2.839718547,1.349701135
NC,WADESBORO,480,258,226,5060,5282.719127,61.4,16.33333333,1,1,13.83673469,2.656450331,2.656450331,1.349701135,1.349701135,15.79591837,2.845836401,2.845836401,1.349701135
AR,NASHVILLE,400,246,224,5200,5286.528164,61.6,16.44444444,1,1,13.62162162,2.663034644,2.663034644,1.35086172,1.35086172,14.95945946,2.792149863,2.792149863,1.35086172
AL,ALEXANDER CITY,640,256,220,5153,5292.082384,62,16.66666667,1,1,13.2,2.67588738,2.67588738,1.352554048,1.352554048,15.36,2.891442699,2.891442699,1.352554048
TX,EASTLAND,1433,245,219,5377,5293.037595,62.1,16.72222222,1,1,13.09634551,2.679035324,2.679035324,1.352845093,1.352845093,14.65116279,2.833210723,2.833210723,1.352845093
GA,MILLEDGEVILLE,400,249,217,5259,5294.424034,62.3,16.83333333,1,1,12.89108911,2.685253606,2.685253606,1.35326753,1.35326753,14.79207921,2.876693146,2.876693146,1.35326753
CA,CORCORAN IRRIG DIST,200,326,269,5350,5295.810795,63.3,17.38888889,1,0.85,15.46964856,3.102329277,2.636979886,1.592576548,1.592576548,18.74760383,3.507211255,2.490119991,1.353690066
SC,WINTHROP UNIVERSITY,690,254,225,5092,5299.731894,61.6,16.44444444,1,1,13.68243243,2.668771853,2.668771853,1.354884794,1.354884794,15.44594595,2.840637278,2.840637278,1.354884794
GA,SILOAM 3 N,690,251,222,5138,5304.538892,61.9,16.61111111,1,1,13.36454849,2.678471497,2.678471497,1.356349449,1.356349449,15.11036789,2.850961567,2.850961567,1.356349449
AR,MAGNOLIA,318,241,219,5266,5307.788551,62.2,16.77777778,1,1,13.05298013,2.687935774,2.687935774,1.357339595,1.357339595,14.36423841,2.818258305,2.818258305,1.357339595
NM,CARLSBAD AP,3232,242,216,5325,5309.465509,62.5,16.94444444,1,1,12.74754098,2.697167309,2.697167309,1.357850551,1.357850551,14.28196721,2.852386183,2.852386183,1.357850551
CA,ESCONDIDO NO 2,600,326,333,5501,5309.469183,64.9,18.27777778,0.71,0.75,18.21884498,3.742449182,2.806836887,1.810468894,1.285432915,17.83586626,3.686493619,3.059789704,1.357851671
GA,ATHENS BEN EPPS AP,800,262,227,5032,5310.780928,61.5,16.38888889,1,1,13.85084746,2.671228366,2.671228366,1.358251349,1.358251349,15.98644068,2.880203306,2.880203306,1.358251349
CA,TEJON RANCHO,1425,323,271,5330,5312.409632,63.3,17.38888889,0.88,0.85,15.58466454,3.115710915,2.648354278,1.598526591,1.4067034,18.57507987,3.484640899,2.474095038,1.358747603
OK,LAWTON,1150,246,223,5479,5318.042078,61.9,16.61111111,1,1,13.42474916,2.684241963,2.684241963,1.360463765,1.360463765,14.80936455,2.82044868,2.82044868,1.360463765
GA,THOMASTON 2 S,672,255,222,5100,5319.426982,62,16.66666667,1,1,13.32,2.687429596,2.687429596,1.360885735,1.360885735,15.3,2.885226802,2.885226802,1.360885735
TX,STERLING CITY,2265,232,208,5642,5320.36341,63.4,17.44444444,1,1,11.92356688,2.729358843,2.729358843,1.361171057,1.361171057,13.29936306,2.8740334,2.8740334,1.361171057
OK,IDABEL,460,247,221,5358,5320.638569,62.1,16.72222222,1,1,13.21594684,2.690591119,2.690591119,1.361254896,1.361254896,14.77076412,2.845431541,2.845431541,1.361254896
AL,BIRMINGHAM INTL AP,615,250,220,5271,5321.676267,62.2,16.77777778,1,1,13.11258278,2.693726629,2.693726629,1.361571075,1.361571075,14.90066225,2.873376167,2.873376167,1.361571075
TX,WELLINGTON,2040,241,216,5592,5324.076871,62.6,17,1,1,12.70588235,2.70601048,2.70601048,1.36230252,1.36230252,14.17647059,2.85558623,2.85558623,1.36230252
SC,KINGSTREE 1 SE,60,241,214,5381,5324.219298,62.8,17.11111111,1,1,12.50649351,2.711998843,2.711998843,1.362345917,1.362345917,14.08441558,2.874250192,2.874250192,1.362345917
AR,HOT SPRINGS 1 NNE,680,256,225,5312,5329.77738,61.8,16.55555556,1,1,13.59060403,2.686804095,2.686804095,1.364039421,1.364039421,15.46308725,2.872166414,2.872166414,1.364039421
TX,LAKE FORK RESERVOIR,414,258,231,5127,5331.362847,61.3,16.27777778,1,1,14.19112628,2.676055714,2.676055714,1.364522501,1.364522501,15.84982935,2.836156686,2.836156686,1.364522501
OK,POTEAU,669,249,223,5408,5332.975329,62,16.66666667,1,1,13.38,2.693219361,2.693219361,1.365013811,1.365013811,14.94,2.848211035,2.848211035,1.365013811
NM,WASTE ISOLTN PILOT PLT,3418,224,207,5624,5333.268721,63.6,17.55555556,1,1,11.79113924,2.740838466,2.740838466,1.365103206,1.365103206,12.75949367,2.842969418,2.842969418,1.365103206
NV,DESERT NATL WL RANGE,2920,253,221,5266,5335.481222,62.2,16.77777778,1,1,13.17218543,2.69952996,2.69952996,1.365777338,1.365777338,15.0794702,2.891987302,2.891987302,1.365777338
AR,ARKADELPHIA 2 N,196,245,211,5580,5337.471707,63.2,17.33333333,1,1,12.17307692,2.729540112,2.729540112,1.366383823,1.366383823,14.13461538,2.936749986,2.936749986,1.366383823
GA,HARTWELL,690,264,234,4979,5337.772751,61.1,16.16666667,1,1,14.4742268,2.675003879,2.675003879,1.366475549,1.366475549,16.32989691,2.853404763,2.853404763,1.366475549
NC,HATTERAS,15,316,276,5411,5338.083533,63.2,17.33333333,0.88,0.85,15.92307692,3.139356044,2.668452637,1.607729696,1.414802133,18.23076923,3.421573398,2.839905921,1.366570242
TX,OZONA 1 SSW,2340,235,213,5446,5338.493471,63,17.22222222,1,1,12.36774194,2.723741231,2.723741231,1.366695147,1.366695147,13.64516129,2.855799763,2.855799763,1.366695147
SC,MCCOLL 3 NNW,190,243,216,5412,5338.688233,62.7,17.05555556,1,1,12.66449511,2.714853652,2.714853652,1.366754489,1.366754489,14.247557,2.877275796,2.877275796,1.366754489
NM,CARLSBAD,3120,243,215,5382,5338.800986,62.8,17.11111111,1,1,12.56493506,2.717841539,2.717841539,1.366788844,1.366788844,14.2012987,2.88664803,2.88664803,1.366788844
CA,WINTERS,135,344,300,5031,5342.782491,62.5,16.94444444,0.71,0.84,17.70491803,3.231595473,2.714540197,1.628573783,1.156287386,20.30163934,3.552554976,2.522314033,1.368001978
MS,LOUISVILLE,581,255,226,5149,5342.987414,61.8,16.55555556,1,1,13.65100671,2.692592512,2.692592512,1.368064416,1.368064416,15.40268456,2.865991957,2.865991957,1.368064416
TX,BONHAM 3 NNE,600,253,224,5340,5346.440707,62,16.66666667,1,1,13.44,2.699021599,2.699021599,1.369116608,1.369116608,15.18,2.872835068,2.872835068,1.369116608
TX,POST,2620,246,224,5304,5346.440707,62,16.66666667,1,1,13.44,2.699021599,2.699021599,1.369116608,1.369116608,14.76,2.829881618,2.829881618,1.369116608
TX,GLEN ROSE 2 W,655,224,201,5982,5349.259791,64.4,18,1,1,11.16666667,2.774173221,2.774173221,1.369975561,1.369975561,12.44444444,2.914943327,2.914943327,1.369975561
AL,ANNISTON METRO AP,594,255,220,5293,5351.270149,62.4,16.88888889,1,1,13.02631579,2.711565878,2.711565878,1.370588102,1.370588102,15.09868421,2.923696493,2.923696493,1.370588102
SC,LORIS 1 S,90,251,219,5270,5352.041417,62.5,16.94444444,1,1,12.92459016,2.714637122,2.714637122,1.370823101,1.370823101,14.81311475,2.908171498,2.908171498,1.370823101
NC,WILMINGTON 7 N,40,245,217,5334,5353.056695,62.7,17.05555556,1,1,12.72312704,2.720702499,2.720702499,1.371132448,1.371132448,14.36482085,2.889686685,2.889686685,1.371132448
AZ,TUZIGOOT,3470,260,215,5307,5353.365275,62.9,17.16666667,1,1,12.52427184,2.7266657,2.7266657,1.37122647,1.37122647,15.14563107,3.003933703,3.003933703,1.37122647
AR,WARREN 2 WSW,210,257,227,5229,5356.114293,61.8,16.55555556,1,1,13.7114094,2.6983934,2.6983934,1.372064075,1.372064075,15.52348993,2.878354174,2.878354174,1.372064075
TX,ROTAN,1935,247,224,5327,5361.418842,62.1,16.72222222,1,1,13.39534884,2.708018338,2.708018338,1.37368033,1.37368033,14.77076412,2.845431541,2.845431541,1.37368033
TX,COPPER BREAKS STATE PK,1475,239,222,5585,5364.091252,62.3,16.83333333,1,1,13.18811881,2.714303892,2.714303892,1.374494592,1.374494592,14.1980198,2.815446095,2.815446095,1.374494592
AL,ALICEVILLE,240,257,220,5382,5366.067091,62.5,16.94444444,1,1,12.98360656,2.720485503,2.720485503,1.375096615,1.375096615,15.16721311,2.94596652,2.94596652,1.375096615
TX,SEYMOUR,1287,241,218,5617,5367.341814,62.7,17.05555556,1,1,12.78175896,2.726563946,2.726563946,1.375485014,1.375485014,14.13029316,2.864918211,2.864918211,1.375485014
MS,NEWTON EXP STN,349,251,217,5411,5367.71486,62.8,17.11111111,1,1,12.68181818,2.729564722,2.729564722,1.375598678,1.375598678,14.66883117,2.936776464,2.936776464,1.375598678
NM,COLUMBUS,4065,241,217,5276,5367.71486,62.8,17.11111111,1,1,12.68181818,2.729564722,2.729564722,1.375598678,1.375598678,14.08441558,2.874250192,2.874250192,1.375598678
NC,KINSTON AG RESEARCH,60,240,214,5482,5367.770136,63.1,17.27777778,1,1,12.38585209,2.738414416,2.738414416,1.37561552,1.37561552,13.89067524,2.896007014,2.896007014,1.37561552
CA,VISALIA,325,347,305,5065,5369.494773,62.5,16.94444444,0.71,0.84,18,3.266556332,2.743907319,1.638263099,1.1631668,20.47868852,3.575565218,2.538651305,1.376141003
AR,DES ARC,200,269,232,5342,5374.511438,61.5,16.38888889,1,1,14.1559322,2.70012692,2.70012692,1.377669542,1.377669542,16.41355932,2.923920565,2.923920565,1.377669542
NC,SOUTHPORT 5 N,20,248,225,5104,5374.845608,62.1,16.72222222,1,1,13.4551495,2.713852459,2.713852459,1.377771362,1.377771362,14.83056478,2.851561703,2.851561703,1.377771362
TX,VERNON,1227,244,223,5552,5377.775082,62.3,16.83333333,1,1,13.24752475,2.720151554,2.720151554,1.37866395,1.37866395,14.4950495,2.845904862,2.845904862,1.37866395
MS,PICKENS,238,246,219,5459,5381.543328,62.7,17.05555556,1,1,12.84039088,2.732438021,2.732438021,1.379812105,1.379812105,14.42345277,2.89591219,2.89591219,1.379812105
SC,PAGELAND,620,240,219,5349,5381.543328,62.7,17.05555556,1,1,12.84039088,2.732438021,2.732438021,1.379812105,1.379812105,14.07166124,2.858759335,2.858759335,1.379812105
TX,MOUNT PLEASANT,425,248,219,5524,5381.543328,62.7,17.05555556,1,1,12.84039088,2.732438021,2.732438021,1.379812105,1.379812105,14.54071661,2.908403465,2.908403465,1.379812105
OK,MADILL,770,256,229,5359,5382.117616,61.8,16.55555556,1,1,13.83221477,2.710032694,2.710032694,1.379987086,1.379987086,15.46308725,2.872166414,2.872166414,1.379987086
NC,WHITEVILLE 7 NW,90,246,217,5436,5382.373025,62.9,17.16666667,1,1,12.6407767,2.738426945,2.738426945,1.380064907,1.380064907,14.33009709,2.914778067,2.914778067,1.380064907
CA,RED BLUFF AP,349,330,286,5210,5382.456565,63,17.22222222,0.88,0.85,16.60645161,3.187087558,2.709024424,1.623635719,1.428799433,19.16129032,3.50362657,2.487574865,1.380090361
SC,CLARK HILL 1 W,380,248,216,5511,5382.52232,63,17.22222222,1,1,12.54193548,2.741383166,2.741383166,1.380110396,1.380110396,14.4,2.936824345,2.936824345,1.380110396
NC,NEW HOLLAND,2,260,234,5008,5384.007522,61.4,16.33333333,1,1,14.32653061,2.702581239,2.702581239,1.380562926,1.380562926,15.91836735,2.858111679,2.858111679,1.380562926
OK,MARIETTA 5 SW,802,247,225,5448,5389.868351,62.2,16.77777778,1,1,13.41059603,2.72286858,2.72286858,1.382348675,1.382348675,14.7218543,2.854884802,2.854884802,1.382348675
MS,MACON 3 N,252,265,224,5393,5391.375114,62.3,16.83333333,1,1,13.30693069,2.726011815,2.726011815,1.382807774,1.382807774,15.74257426,2.977471777,2.977471777,1.382807774
OK,HUGO,570,259,231,5283,5392.500907,61.7,16.5,1,1,14,2.712588898,2.712588898,1.383150794,1.383150794,15.6969697,2.881069144,2.881069144,1.383150794
OK,ATOKA DAM,595,251,230,5392,5394.993578,61.8,16.55555556,1,1,13.89261745,2.715871155,2.715871155,1.383910292,1.383910292,15.16107383,2.841426578,2.841426578,1.383910292
MS,D LO 2 SW,335,249,213,5553,5396.370806,63.4,17.44444444,1,1,12.21019108,2.758886279,2.758886279,1.384329923,1.384329923,14.27388535,2.98112755,2.98112755,1.384329923
TX,BIG LAKE 2,2690,237,218,5465,5396.751207,62.9,17.16666667,1,1,12.69902913,2.744326578,2.744326578,1.384445828,1.384445828,13.80582524,2.858866023,2.858866023,1.384445828
GA,WAYNESBORO 2 NE,270,251,216,5448,5397.133683,63.1,17.27777778,1,1,12.50160772,2.750226338,2.750226338,1.384562365,1.384562365,14.52733119,2.965381429,2.965381429,1.384562365
MS,QUITMAN 1 N,300,247,216,5446,5397.133683,63.1,17.27777778,1,1,12.50160772,2.750226338,2.750226338,1.384562365,1.384562365,14.29581994,2.93996415,2.93996415,1.384562365
MS,TUNICA 2,199,262,232,5320,5405.165753,61.7,16.5,1,1,14.06060606,2.718432866,2.718432866,1.387009675,1.387009675,15.87878788,2.899730108,2.899730108,1.387009675
TX,SONORA,2138,231,214,5609,5411.320973,63.4,17.44444444,1,1,12.26751592,2.764829989,2.764829989,1.388885123,1.388885123,13.24203822,2.867854929,2.867854929,1.388885123
TX,MINEOLA 8 ENE,385,244,216,5620,5411.745045,63.2,17.33333333,1,1,12.46153846,2.759069509,2.759069509,1.389014334,1.389014334,14.07692308,2.930436689,2.930436689,1.389014334
TX,MENARD,1951,230,204,5826,5412.3842,64.5,18.05555556,1,1,11.29846154,2.800759531,2.800759531,1.38920908,1.38920908,12.73846154,2.961940018,2.961940018,1.38920908
NC,BELHAVEN 5 SW,8,261,229,5151,5412.514378,62,16.66666667,1,1,13.74,2.728220833,2.728220833,1.389248744,1.389248744,15.66,2.922723631,2.922723631,1.389248744
SC,SANDHILL RESEARCH ELGIN,440,252,226,5266,5418.322773,62.3,16.83333333,1,1,13.42574257,2.737770239,2.737770239,1.391018517,1.391018517,14.97029703,2.895325765,2.895325765,1.391018517
CA,PASADENA,864,361,358,5693,5418.375119,65.4,18.55555556,0.71,0.75,19.29341317,4.009334448,3.007000836,1.854712622,1.316845961,19.45508982,4.035303295,2.86506534,1.391034466
SC,AIKEN 4 NE,400,241,208,5753,5419.954314,64.1,17.83333333,1,1,11.6635514,2.790204422,2.790204422,1.391515635,1.391515635,13.51401869,2.995565947,2.995565947,1.391515635
AR,SAINT CHARLES,200,264,232,5338,5420.49291,61.8,16.55555556,1,1,14.01342282,2.727585838,2.727585838,1.391679741,1.391679741,15.94630872,2.922043366,2.922043366,1.391679741
NC,EDENTON,20,263,236,5035,5423.989988,61.5,16.38888889,1,1,14.4,2.723470701,2.723470701,1.392745274,1.392745274,16.04745763,2.88640838,2.88640838,1.392745274
TX,HORDS CREEK DAM,1942,240,220,5506,5425.254856,62.9,17.16666667,1,1,12.81553398,2.756164001,2.756164001,1.393130669,1.393130669,13.98058252,2.877383175,2.877383175,1.393130669
CA,PALMDALE (LANCASTER),2596,267,219,5311,5425.796195,63,17.22222222,1,1,12.71612903,2.75913937,2.75913937,1.393295611,1.393295611,15.50322581,3.059398034,3.059398034,1.393295611
MS,CARTHAGE 3 SW,370,251,218,5513,5426.1606,63.1,17.27777778,1,1,12.61736334,2.762089209,2.762089209,1.393406642,1.393406642,14.52733119,2.965381429,2.965381429,1.393406642
AZ,SAFFORD AGRICULTRL CTR,2954,243,215,5448,5426.186719,63.4,17.44444444,1,1,12.32484076,2.770786504,2.770786504,1.393414601,1.393414601,13.92993631,2.942881433,2.942881433,1.393414601
TX,PRADE RANCH,2052,245,215,5465,5426.186719,63.4,17.44444444,1,1,12.32484076,2.770786504,2.770786504,1.393414601,1.393414601,14.04458599,2.955575306,2.955575306,1.393414601
TX,GRAHAM,1050,242,216,5746,5426.356407,63.3,17.38888889,1,1,12.42172524,2.767912681,2.767912681,1.393466303,1.393466303,13.91693291,2.92720287,2.92720287,1.393466303
AR,PRESCOTT,308,259,229,5333,5427.71276,62.1,16.72222222,1,1,13.69435216,2.737314903,2.737314903,1.393879573,1.393879573,15.48837209,2.919871422,2.919871422,1.393879573
CA,WASCO,345,329,277,5469,5432.219537,63.8,17.66666667,0.88,0.85,15.67924528,3.20662173,2.725628471,1.641473828,1.444496968,18.62264151,3.586316424,2.546284661,1.395252753
AR,CAMDEN 1,116,256,225,5396,5434.93658,62.5,16.94444444,1,1,13.27868852,2.749916943,2.749916943,1.396080615,1.396080615,15.10819672,2.93963341,2.93963341,1.396080615
MS,WAYNESBORO 2 W,200,250,212,5652,5439.022311,63.8,17.66666667,1,1,12,2.788024841,2.788024841,1.397325506,1.397325506,14.1509434,3.025608017,3.025608017,1.397325506
MS,KOSCIUSKO,410,254,221,5474,5439.379794,62.9,17.16666667,1,1,12.87378641,2.762101846,2.762101846,1.397434428,1.397434428,14.7961165,2.965394996,2.965394996,1.397434428
AZ,TUMACACORI NATL MONUMENT,3267,252,213,5356,5439.778807,63.7,17.61111111,1,1,12.09463722,2.785245065,2.785245065,1.397556005,1.397556005,14.30914826,3.029103193,3.029103193,1.397556005
SC,COLUMBIA METRO AP,213,249,214,5677,5440.354864,63.6,17.55555556,1,1,12.18987342,2.782440371,2.782440371,1.397731525,1.397731525,14.1835443,3.000115624,3.000115624,1.397731525
TX,JUNCTION 4 SSW,1747,236,206,5838,5444.793881,64.5,18.05555556,1,1,11.40923077,2.812840373,2.812840373,1.399084059,1.399084059,13.07076923,3.000433823,3.000433823,1.399084059
AR,ROHWER 2 NNE,150,262,228,5411,5444.932234,62.3,16.83333333,1,1,13.54455446,2.749579382,2.749579382,1.399126214,1.399126214,15.56435644,2.958310514,2.958310514,1.399126214
MS,STATE UNIVERSITY,185,257,228,5357,5444.932234,62.3,16.83333333,1,1,13.54455446,2.749579382,2.749579382,1.399126214,1.399126214,15.26732673,2.926648707,2.926648707,1.399126214
NC,POPE AFB,218,258,227,5308,5446.781024,62.4,16.88888889,1,1,13.44078947,2.752723469,2.752723469,1.399689526,1.399689526,15.27631579,2.942633558,2.942633558,1.399689526
OK,OKEMAH,935,250,227,5589,5446.781024,62.4,16.88888889,1,1,13.44078947,2.752723469,2.752723469,1.399689526,1.399689526,14.80263158,2.892405148,2.892405148,1.399689526
TX,ASPERMONT,1670,241,224,5574,5451.287657,62.7,17.05555556,1,1,13.13355049,2.76199877,2.76199877,1.401062662,1.401062662,14.13029316,2.864918211,2.864918211,1.401062662
TX,ROSCOE,2380,240,224,5472,5451.287657,62.7,17.05555556,1,1,13.13355049,2.76199877,2.76199877,1.401062662,1.401062662,14.07166124,2.858759335,2.858759335,1.401062662
CA,SAN GABRIEL FIRE DEPT,450,358,342,5792,5452.517956,65.8,18.77777778,0.71,0.75,18.21301775,3.920021093,2.94001582,1.868583366,1.32669419,19.06508876,4.05735043,2.880718805,1.401437525
SC,WEDGEFIELD,250,246,220,5450,5454.848738,63.1,17.27777778,1,1,12.73311897,2.77400325,2.77400325,1.402147696,1.402147696,14.23794212,2.933643944,2.933643944,1.402147696
TX,ALBANY,1400,245,220,5658,5454.848738,63.1,17.27777778,1,1,12.73311897,2.77400325,2.77400325,1.402147696,1.402147696,14.18006431,2.927337325,2.927337325,1.402147696
TX,CLARKSVILLE 2 NE,435,249,227,5498,5461.892146,62.5,16.94444444,1,1,13.39672131,2.76177848,2.76177848,1.404293768,1.404293768,14.69508197,2.895681219,2.895681219,1.404293768
AL,THORSBY EXP STATION,680,262,231,5235,5468.923481,62.2,16.77777778,1,1,13.76821192,2.758255378,2.758255378,1.406436161,1.406436161,15.61589404,2.948547113,2.948547113,1.406436161
AR,STAMPS,270,247,221,5565,5469.0651,63.1,17.27777778,1,1,12.79099678,2.779979528,2.779979528,1.406479311,1.406479311,14.29581994,2.93996415,2.93996415,1.406479311
NM,JAL,3060,236,214,5644,5469.388756,63.8,17.66666667,1,1,12.11320755,2.800050753,2.800050753,1.406577927,1.406577927,13.35849057,2.935809095,2.935809095,1.406577927
MS,FOREST 3 S,480,246,215,5610,5469.879586,63.7,17.61111111,1,1,12.20820189,2.797258987,2.797258987,1.406727479,1.406727479,13.96845426,2.990241577,2.990241577,1.406727479
TX,WEATHERFORD,955,243,219,5715,5470.049061,63.3,17.38888889,1,1,12.5942492,2.785840719,2.785840719,1.406779117,1.406779117,13.97444089,2.933509199,2.933509199,1.406779117
CA,FRESNO YOSEMITE INTL,333,333,296,5315,5476.832777,63.2,17.33333333,0.88,0.85,17.07692308,3.277428432,2.785814167,1.657465956,1.458570041,19.21153846,3.549070349,2.519839948,1.408846062
CA,LEMON COVE,513,335,281,5468,5477.404177,63.9,17.72222222,0.88,0.85,15.85579937,3.244515275,2.757837984,1.657670781,1.458750287,18.90282132,3.644349008,2.587487796,1.409020164
CA,MARYSVILLE,57,339,307,5104,5478.53681,62.8,17.11111111,0.71,0.85,17.94155844,3.312915002,2.815977752,1.658076786,1.177234518,19.81168831,3.549102348,2.519862667,1.409365268
TX,THROCKMORTON,1370,246,222,5679,5483.195971,63.1,17.27777778,1,1,12.8488746,2.785968681,2.785968681,1.410784878,1.410784878,14.23794212,2.933643944,2.933643944,1.410784878
CA,MODESTO CITY-COUNTY AP,73,311,308,5072,5483.56878,62.8,17.11111111,0.71,0.85,18,3.320052305,2.822044459,1.659880553,1.178515193,18.17532468,3.341556605,2.773491982,1.41089847
